category,image_name,label,predicted_crack_present,crack_area_ratio,crack_area_percentage,crack_length_pixels,mean_width_pixels,max_width_pixels,dominant_orientation_deg,branching_points
deck,7040-63.jpg,cracked,1,0.009490966796875,0.9490966796875,100.94112549695429,4.107962579720153,8.94427190999916,79.78607444908444,0
deck,7007-187.jpg,cracked,1,0.032440185546875,3.2440185546875,295.2914139223983,4.750768624431812,10.0,150.11425387182325,6
deck,7015-158.jpg,cracked,1,0.04559326171875,4.559326171875,353.20310216782974,5.309309335225446,11.661903789690601,122.79404248002842,0
deck,7015-193.jpg,cracked,1,0.0341339111328125,3.41339111328125,282.99494936611666,5.01350803435594,10.770329614269007,88.40907656042522,0
deck,7039-201.jpg,cracked,1,0.019622802734375,1.9622802734375,172.4386001800126,4.587570719601561,11.313708498984761,169.18449092104615,0
deck,7001-226.jpg,cracked,1,0.0063323974609375,0.63323974609375,60.87005768508881,4.141259584718097,8.246211251235321,111.66573796665776,0
deck,7013-184.jpg,cracked,1,0.0368194580078125,3.68194580078125,326.43354954612926,4.852043735972169,10.0,152.75790371868294,5
deck,7013-99.jpg,cracked,1,0.0166473388671875,1.66473388671875,165.0538238691624,4.743946369704898,14.142135623730951,105.20851935406384,5
deck,7008-73.jpg,cracked,1,0.0064239501953125,0.64239501953125,77.35533905932738,3.592364360897994,8.246211251235321,86.84919095602248,0
deck,7038-163.jpg,cracked,1,0.0258636474609375,2.58636474609375,221.10764773832477,5.077945640482132,14.142135623730951,140.44860038990012,3
deck,7028-213.jpg,cracked,1,0.0499114990234375,4.99114990234375,356.63455967290594,5.864934638310469,14.0,145.62831277583246,5
deck,7057-213.jpg,cracked,1,0.00390625,0.390625,255.0,2.0,2.0,90.0,0
deck,7036-152.jpg,cracked,1,0.040496826171875,4.0496826171875,347.26197667087547,4.82249660698323,12.0,129.4128836518083,0
deck,7048-200.jpg,cracked,1,0.0036773681640625,0.36773681640625,30.38477631085024,4.495974857373464,10.0,118.41710792450876,0
deck,7010-246.jpg,cracked,1,0.00946044921875,0.946044921875,88.18376618407356,5.4716411705527035,15.231546211727817,69.58509972275907,1
deck,7040-237.jpg,cracked,1,0.036468505859375,3.6468505859375,300.19090885901,4.992840241840004,10.0,157.4567040614332,1
deck,7047-166.jpg,cracked,1,0.0119476318359375,1.19476318359375,118.71067811865476,4.32609111813856,8.48528137423857,41.2102765170597,0
deck,7010-113.jpg,cracked,1,0.031951904296875,3.1951904296875,296.49242404917504,4.596337855998905,10.0,112.16973793991622,0
deck,7046-58.jpg,cracked,1,0.021392822265625,2.1392822265625,194.76450198781714,4.5584581816610195,10.0,37.108818178711175,0
deck,7020-61.jpg,cracked,1,0.028778076171875,2.8778076171875,216.4213562373095,5.45499643086141,12.0,128.1783196386232,0
deck,7009-92.jpg,cracked,1,0.0086212158203125,0.86212158203125,82.52691193458118,4.358427432213749,8.94427190999916,175.83823898267588,0
deck,7020-152.jpg,cracked,1,0.006011962890625,0.6011962890625,60.112698372208094,4.126128136252033,8.48528137423857,111.15014465967198,0
deck,7010-184.jpg,cracked,1,0.0172119140625,1.72119140625,160.095454429505,4.691546405503307,11.313708498984761,121.77007533707175,0
deck,7028-246.jpg,cracked,1,0.018402099609375,1.8402099609375,124.12489168102786,5.988746569886259,14.0,140.3221603907271,0
deck,7021-224.jpg,cracked,1,0.046539306640625,4.6539306640625,328.73506473629425,5.899034889087325,14.560219778561036,112.48379897634473,0
deck,7046-118.jpg,cracked,1,0.0144195556640625,1.44195556640625,122.22539674441619,4.900959413647742,10.198039027185569,27.733186517576968,0
deck,7014-44.jpg,cracked,1,0.01324462890625,1.324462890625,135.08326112068522,4.316041729830051,10.770329614269007,47.41783802291742,0
deck,7021-28.jpg,cracked,1,0.0160369873046875,1.60369873046875,121.36753236814715,5.6886343397011006,12.806248474865697,125.4516917509387,1
deck,7007-184.jpg,cracked,1,0.0242156982421875,2.42156982421875,242.86500705120545,4.8658081362504575,12.165525060596439,94.31813491608868,15
deck,7028-195.jpg,cracked,1,0.00775146484375,0.775146484375,59.01219330881976,5.965979242896853,14.0,138.19510624754275,0
deck,7011-18.jpg,cracked,1,0.01763916015625,1.763916015625,143.19595949289334,5.3739546527583855,12.806248474865697,117.93127384173162,0
deck,7023-167.jpg,cracked,1,0.0069122314453125,0.69122314453125,60.04163056034262,4.6387554296712326,8.94427190999916,72.92792802835726,0
deck,7004-83.jpg,cracked,1,0.0281982421875,2.81982421875,218.4802307403552,5.26875612691554,12.0,30.16933033284903,0
deck,7015-176.jpg,cracked,1,0.036346435546875,3.6346435546875,302.94826817189073,5.318605022954982,18.110770276274835,118.69443583603099,5
deck,7014-240.jpg,cracked,1,0.0355987548828125,3.55987548828125,334.9066376115481,4.640948614835041,13.416407864998739,94.27407511581816,0
deck,7013-151.jpg,cracked,1,0.0046844482421875,0.46844482421875,57.87005768508881,3.9736428462490063,10.0,166.63902748559912,1
deck,7046-137.jpg,cracked,1,0.0087432861328125,0.87432861328125,75.59797974644667,4.673470135430376,10.0,156.1916187399141,0
deck,7020-131.jpg,cracked,1,0.0347137451171875,3.47137451171875,217.3797256769669,8.073633777982185,27.784887978899608,128.76205336616349,4
deck,7023-55.jpg,cracked,1,0.0180511474609375,1.80511474609375,156.19595949289334,4.791864269305244,10.0,122.94639103422845,0
deck,7021-226.jpg,cracked,1,0.0041046142578125,0.41046142578125,25.970562748477143,4.9988857046552155,10.770329614269007,55.612356858815154,0
deck,7019-171.jpg,cracked,1,0.0198822021484375,1.98822021484375,134.0538238691624,6.260996041974141,16.492422502470642,71.19362849935878,0
deck,7012-103.jpg,cracked,1,0.0059661865234375,0.59661865234375,51.35533905932738,5.6893282162210195,12.0,130.6597034009366,1
deck,7021-153.jpg,cracked,1,0.061614990234375,6.1614990234375,452.58787847868,6.03386012975352,19.79898987322333,82.321051592537,6
deck,7028-196.jpg,cracked,1,0.050445556640625,5.0445556640625,363.5046173579948,5.737343787577688,14.0,146.49678093271373,4
deck,7004-75.jpg,cracked,1,0.0089874267578125,0.89874267578125,82.2842712474619,4.522284680568963,8.94427190999916,179.1840986185343,0
deck,7011-210.jpg,cracked,1,0.022308349609375,2.2308349609375,164.88225099390857,5.598161801900342,14.142135623730951,75.33169424855092,0
deck,7008-6.jpg,cracked,1,0.0029754638671875,0.29754638671875,22.556349186104047,4.30003316297253,8.246211251235321,120.97569305646942,0
deck,7021-165.jpg,cracked,1,0.028289794921875,2.8289794921875,228.40916292848974,6.334055456157763,17.88854381999832,89.67108175878816,15
deck,7012-146.jpg,cracked,1,0.01141357421875,1.141357421875,106.15432893255071,4.358714468049108,12.0,44.59326813890229,0
deck,7035-46.jpg,cracked,1,0.048309326171875,4.8309326171875,410.2152954766495,4.997484829199887,10.0,134.6067530555389,6
deck,7029-48.jpg,cracked,1,0.0092926025390625,0.92926025390625,114.01219330881977,3.574119924258909,7.211102550927978,100.12875986006951,0
deck,7019-59.jpg,cracked,1,0.0409088134765625,4.09088134765625,327.0782104868019,6.49725201970894,26.076809620810597,81.9334964585719,11
deck,7021-100.jpg,cracked,1,0.0017852783203125,0.17852783203125,19.72792206135786,3.5235483963117864,6.324555320336759,59.9962222805662,0
deck,7027-191.jpg,cracked,1,0.0521240234375,5.21240234375,355.747258045114,6.196810591915242,20.8806130178211,120.1176946122829,3
deck,7021-210.jpg,cracked,1,0.0441131591796875,4.41131591796875,309.9066376115481,6.2443936147697645,17.08800749063506,69.40681477448243,3
deck,7016-154.jpg,cracked,1,0.0302581787109375,3.02581787109375,300.86500705120545,5.383097620246378,16.0,117.05055296667376,9
deck,7009-203.jpg,cracked,1,0.0338287353515625,3.38287353515625,283.5929291125633,4.964016183377061,10.0,113.17227178185897,1
deck,7048-152.jpg,cracked,1,0.00244140625,0.244140625,16.14213562373095,5.073911351507613,10.0,48.56250817445089,0
deck,7020-164.jpg,cracked,1,0.0334625244140625,3.34625244140625,263.6761902332486,5.1091062144022965,12.0,134.28502435404218,0
deck,7026-153.jpg,cracked,1,0.017852783203125,1.7852783203125,136.2670273047588,5.7803278595386995,14.0,143.24554015931616,5
deck,7009-75.jpg,cracked,1,0.0321044921875,3.21044921875,280.5756851698602,4.686627746735765,10.0,57.475623303115874,0
deck,7024-146.jpg,cracked,1,0.0011138916015625,0.11138916015625,13.071067811865476,3.226188465743047,6.324555320336759,155.9407601729002,0
deck,7050-158.jpg,cracked,1,0.012939453125,1.2939453125,113.46803743153546,4.1819415442247125,10.0,152.6084521266812,0
deck,7022-236.jpg,cracked,1,0.0413665771484375,4.13665771484375,313.4629867976521,5.444919025869423,14.0,114.45845031235591,0
deck,7020-8.jpg,cracked,1,0.010589599609375,1.0589599609375,130.08326112068522,5.2977730439076005,14.142135623730951,86.87650193391839,9
deck,7057-195.jpg,cracked,1,0.00390625,0.390625,255.0,2.0,2.0,90.0,0
deck,7026-101.jpg,cracked,1,0.0327301025390625,3.27301025390625,225.86500705120545,5.8621380625061885,12.806248474865697,134.4528700657261,0
deck,7010-34.jpg,cracked,1,0.0381622314453125,3.81622314453125,302.94826817189073,5.174030253526015,11.313708498984761,124.30724729020788,0
deck,7026-221.jpg,cracked,1,0.052764892578125,5.2764892578125,422.8305191657993,5.282895541485473,16.0,130.12850588343625,2
deck,7029-201.jpg,cracked,1,0.0115966796875,1.15966796875,103.08326112068524,5.126976280384633,11.661903789690601,156.11764019448145,6
deck,7022-165.jpg,cracked,1,0.040283203125,4.0283203125,362.26197667087547,4.973745925463088,14.422205101855956,49.69308868783478,12
deck,7010-24.jpg,cracked,1,0.03173828125,3.173828125,312.96551211459376,4.4190265436074085,11.313708498984761,59.376686603899955,0
deck,7026-113.jpg,cracked,1,0.0406036376953125,4.06036376953125,310.63455967290594,5.323209543918547,12.649110640673518,40.248121229141844,0
deck,7014-116.jpg,cracked,1,0.0216064453125,2.16064453125,194.06601717798213,4.644982953903844,10.770329614269007,108.92993945454742,0
deck,7004-128.jpg,cracked,1,0.009002685546875,0.9002685546875,85.59797974644667,4.523641329991147,10.0,168.10538008005946,1
deck,7037-182.jpg,cracked,1,0.0186920166015625,1.86920166015625,164.92388155425118,5.181737961515656,12.806248474865697,117.51391124002815,4
deck,7021-150.jpg,cracked,1,0.0182952880859375,1.82952880859375,169.0538238691624,5.9394635334398735,16.1245154965971,162.6919785429079,5
deck,7024-29.jpg,cracked,1,0.0124053955078125,1.24053955078125,97.76955262170048,5.176731738217149,11.313708498984761,161.21645401323576,0
deck,7004-121.jpg,cracked,1,0.050445556640625,5.0445556640625,371.17366491630685,5.468065009676687,11.661903789690601,38.05513683494232,1
deck,7028-197.jpg,cracked,1,0.01861572265625,1.861572265625,145.39696961967,5.440131894667133,12.0,154.12273191387598,1
deck,7036-86.jpg,cracked,1,0.0356903076171875,3.56903076171875,301.1787155501902,4.913277328053742,10.198039027185569,167.3946183630033,4
deck,7041-192.jpg,cracked,1,0.033905029296875,3.3905029296875,283.2497833620557,5.372213607039497,14.142135623730951,118.88861688310801,10
deck,7018-25.jpg,cracked,1,0.0184783935546875,1.84783935546875,96.8111831820431,8.885223828045861,20.0,38.48032366086494,4
deck,7039-185.jpg,cracked,1,0.00994873046875,0.994873046875,88.5685424949238,4.457988758196003,8.94427190999916,112.11151998038889,0
deck,7026-56.jpg,cracked,1,0.0076141357421875,0.76141357421875,70.08326112068524,4.228036315363585,8.48528137423857,49.53595253460796,0
deck,7013-167.jpg,cracked,1,0.0240478515625,2.40478515625,218.6223663640862,4.757160988419975,10.0,119.16386052133069,0
deck,7011-115.jpg,cracked,1,0.010986328125,1.0986328125,108.81118318204308,4.635312266821201,12.0,26.972084430533727,0
deck,7020-162.jpg,cracked,1,0.0536041259765625,5.36041259765625,336.2914139223983,6.9554714501454855,23.40939982143925,28.053882207890467,4
deck,7009-81.jpg,cracked,1,0.0404815673828125,4.04815673828125,307.84776310850236,5.3180368027558185,12.165525060596439,147.76860826781143,0
deck,7015-23.jpg,cracked,1,0.0086212158203125,0.86212158203125,75.18376618407358,4.876245278090611,10.770329614269007,76.67157881204076,0
deck,7051-33.jpg,cracked,1,0.0155181884765625,1.55181884765625,133.36753236814712,4.850487240059794,11.313708498984761,157.63414970092703,0
deck,7005-81.jpg,cracked,1,0.0477294921875,4.77294921875,364.1025971044414,5.56068491856517,15.231546211727817,46.92149695164918,5
deck,7049-140.jpg,cracked,1,0.014984130859375,1.4984130859375,137.59797974644667,4.464667356105177,8.94427190999916,178.73883602584922,0
deck,7002-49.jpg,cracked,1,0.0353240966796875,3.53240966796875,304.2497833620557,4.8229682153911355,11.313708498984761,149.5029169307942,0
deck,7021-189.jpg,cracked,1,0.0453338623046875,4.53338623046875,327.63455967290594,5.722635574906211,14.0,116.88040593633998,0
deck,7052-243.jpg,cracked,1,0.00604248046875,0.604248046875,64.2842712474619,4.023921066194249,8.0,109.15651356534627,0
deck,7017-53.jpg,cracked,1,0.012237548828125,1.2237548828125,120.29646455628166,4.828337292889643,14.0,28.28340289654838,6
deck,7004-102.jpg,cracked,1,0.03662109375,3.662109375,325.00714267493646,4.712977060338595,10.0,69.80500441864967,0
deck,7020-165.jpg,cracked,1,0.0147705078125,1.47705078125,116.91168824543144,5.069478652751904,11.661903789690601,143.37340519659256,0
deck,7014-62.jpg,cracked,1,0.0012969970703125,0.12969970703125,14.65685424949238,3.3203504158784414,6.0,105.56394718341605,0
deck,7022-164.jpg,cracked,1,0.028106689453125,2.8106689453125,260.3086578651014,4.694015551841086,12.649110640673518,2.550596926981541,4
deck,7027-106.jpg,cracked,1,0.0589752197265625,5.89752197265625,414.5584412271571,6.112730062168395,15.620499351813308,126.83131155615018,13
deck,7028-229.jpg,cracked,1,0.0101776123046875,1.01776123046875,74.59797974644667,6.4067175020815785,15.620499351813308,146.18648815496633,0
deck,7026-204.jpg,cracked,1,0.087890625,8.7890625,670.4650788387053,5.834135699303382,16.97056274847714,147.98248180882428,18
deck,7014-196.jpg,cracked,1,0.0015106201171875,0.15106201171875,13.828427124746192,3.101465323789643,6.0,174.70940376478174,0
deck,7021-7.jpg,cracked,1,0.03155517578125,3.155517578125,245.27922061357856,5.386214484471531,12.649110640673518,26.92429366451242,1
deck,7006-155.jpg,cracked,1,0.024139404296875,2.4139404296875,217.99494936611666,4.967453802322624,14.142135623730951,158.260562000353,0
deck,7009-220.jpg,cracked,1,0.038055419921875,3.8055419921875,325.14927829866735,4.775755762531269,11.661903789690601,109.40409778007246,0
deck,7016-121.jpg,cracked,1,0.0296173095703125,2.96173095703125,242.6639969244288,5.070375965139826,14.0,146.74983741613178,0
deck,7007-165.jpg,cracked,1,0.0391845703125,3.91845703125,366.34523779156075,4.6454231596310915,8.94427190999916,48.939090531859996,5
deck,7046-138.jpg,cracked,1,0.0267486572265625,2.67486572265625,232.14927829866738,5.18592430416338,14.422205101855956,53.648019743932,5
deck,7011-79.jpg,cracked,1,0.0511627197265625,5.11627197265625,449.2741699796952,4.971080206154931,13.416407864998739,103.3366616308917,9
deck,7012-170.jpg,cracked,1,0.045166015625,4.5166015625,389.23253941935263,4.81861991499646,12.806248474865697,166.65924451310295,1
deck,7024-30.jpg,cracked,1,0.0450286865234375,4.50286865234375,375.06096654409885,5.238331573496241,12.649110640673518,131.38397386252407,4
deck,7024-79.jpg,cracked,1,0.0450439453125,4.50439453125,303.46298679765215,6.035798037190779,19.79898987322333,151.66844451962766,0
deck,7050-162.jpg,cracked,1,0.00665283203125,0.665283203125,57.941125496954285,4.454206382717827,10.0,10.224234125976494,0
deck,7052-32.jpg,cracked,1,0.00030517578125,0.030517578125,9.65685424949238,2.082842712474619,2.8284271247461903,153.26442768349258,0
deck,7004-63.jpg,cracked,1,0.0455780029296875,4.55780029296875,372.63455967290594,5.179543199704696,15.231546211727817,146.32555601000342,3
deck,7025-146.jpg,cracked,1,0.0075531005859375,0.75531005859375,71.59797974644667,5.322882022819661,12.649110640673518,132.51258639531883,6
deck,7047-226.jpg,cracked,1,0.016815185546875,1.6815185546875,151.9827560572969,4.629355097478307,10.198039027185569,13.564855342887313,0
deck,7029-154.jpg,cracked,1,0.0046234130859375,0.46234130859375,41.97056274847714,4.419186299714585,8.246211251235321,70.990382548223,0
deck,7012-31.jpg,cracked,1,0.0374908447265625,3.74908447265625,313.492424049175,5.07994856309418,10.770329614269007,99.8667752048389,4
deck,7025-14.jpg,cracked,1,0.0162811279296875,1.62811279296875,123.88225099390857,4.935307928373703,12.806248474865697,160.36397055997222,0
deck,7029-142.jpg,cracked,1,0.0077362060546875,0.77362060546875,75.42640687119285,5.012829737655938,12.0,157.38766521889593,3
deck,7029-30.jpg,cracked,1,0.0507049560546875,5.07049560546875,293.9655121145938,8.903400704917418,35.77708763999664,4.160653037847993,8
deck,7023-196.jpg,cracked,1,0.0022125244140625,0.22125244140625,23.72792206135786,3.877751656028311,7.211102550927978,114.25533921513366,0
deck,7036-170.jpg,cracked,1,0.010040283203125,1.0040283203125,82.18376618407356,4.914705503428869,10.0,111.06736781414487,0
deck,7006-78.jpg,cracked,1,0.012542724609375,1.2542724609375,95.63961030678928,6.071565305738381,14.142135623730951,39.74996768543244,1
deck,7002-86.jpg,cracked,1,0.0073089599609375,0.73089599609375,67.18376618407356,4.870530037848552,12.0,59.4783598188291,0
deck,7054-99.jpg,cracked,1,0.0337371826171875,3.37371826171875,299.9066376115481,4.902259213885171,15.231546211727817,116.28128474963003,0
deck,7008-41.jpg,cracked,1,0.0325927734375,3.25927734375,289.69343417595167,4.707383782172381,10.0,164.69179343636367,1
deck,7006-59.jpg,cracked,1,0.034576416015625,3.4576416015625,292.2081528017131,4.965437856016479,10.770329614269007,80.77051927203074,0
deck,7037-114.jpg,cracked,1,0.0046539306640625,0.46539306640625,41.2842712474619,5.211825786924523,11.313708498984761,134.2715002268042,0
deck,7006-153.jpg,cracked,1,0.06707763671875,6.707763671875,571.6000717874997,5.254282830174746,16.1245154965971,28.502407498627093,18
deck,7014-26.jpg,cracked,1,0.04034423828125,4.034423828125,367.4213562373095,5.376024513618831,18.867962264113206,133.92123573955098,11
deck,7041-174.jpg,cracked,1,0.031982421875,3.1982421875,297.89444430272835,4.740837696646586,12.165525060596439,35.381539395839724,7
deck,7028-162.jpg,cracked,1,0.060028076171875,6.0028076171875,417.144227664784,6.6433309528997455,20.591260281974,120.08481138734001,12
deck,7016-153.jpg,cracked,1,0.00311279296875,0.311279296875,49.828427124746185,4.551083604304991,8.0,89.23273387447757,0
deck,7021-206.jpg,cracked,1,0.004302978515625,0.4302978515625,37.97056274847714,6.041877014913988,15.620499351813308,113.82466946935695,0
deck,7021-12.jpg,cracked,1,0.0589447021484375,5.89447021484375,393.17366491630685,6.101498142582005,14.0,134.8903398472567,7
deck,7010-17.jpg,cracked,1,0.0445098876953125,4.45098876953125,363.7888886054567,5.1859098447294105,12.165525060596439,133.66048480275884,4
deck,7049-49.jpg,cracked,1,0.0180816650390625,1.80816650390625,143.095454429505,5.07481508283638,13.416407864998739,158.2850426961651,3
deck,7027-219.jpg,cracked,1,0.0092620849609375,0.92620849609375,95.21320343559643,3.9582471704637174,8.94427190999916,95.740653034698,0
deck,7020-161.jpg,cracked,1,0.047088623046875,4.7088623046875,283.27922061357856,7.268303222466597,24.08318915758459,19.82617187532867,3
deck,7004-62.jpg,cracked,1,0.0437774658203125,4.37774658203125,332.2203461105329,5.645978721103983,16.0,161.0017691376354,8
deck,7023-73.jpg,cracked,1,0.0071563720703125,0.71563720703125,59.769552621700484,5.6469363170872695,16.0,3.8292789187805454,0
deck,7019-115.jpg,cracked,1,0.013702392578125,1.3702392578125,98.49747468305833,6.4248970010683655,17.88854381999832,30.526631547529462,1
deck,7024-12.jpg,cracked,1,0.0116729736328125,1.16729736328125,90.46803743153548,5.411382749344238,11.313708498984761,137.3495719590804,0
deck,7002-104.jpg,cracked,1,0.0132904052734375,1.32904052734375,118.8111831820431,4.682518616758671,10.0,67.70047365772514,0
deck,7045-44.jpg,cracked,1,0.0162811279296875,1.62811279296875,156.99494936611666,4.548639687894993,12.0,37.22662905671723,0
deck,7005-91.jpg,cracked,1,0.008148193359375,0.8148193359375,84.76955262170048,4.037019099507724,8.94427190999916,59.70304050874402,0
deck,7026-69.jpg,cracked,1,0.03009033203125,3.009033203125,227.83556979968262,6.0151661984370195,14.422205101855956,133.78334591902413,6
deck,7013-201.jpg,cracked,1,0.0384063720703125,3.84063720703125,336.71782079359116,4.70960345038832,12.649110640673518,150.80418959365994,0
deck,7001-43.jpg,cracked,1,0.007781982421875,0.7781982421875,74.35533905932738,4.308359033589417,8.48528137423857,158.49170136750934,1
deck,7022-111.jpg,cracked,1,0.003387451171875,0.3387451171875,41.31370849898476,3.4715577263914823,6.324555320336759,89.12086087464738,0
deck,7005-176.jpg,cracked,1,0.0104827880859375,1.04827880859375,96.15432893255071,4.724691061961815,10.770329614269007,26.267653392254402,0
deck,7027-71.jpg,cracked,1,0.04119873046875,4.119873046875,347.17871555019025,5.007547867350727,11.313708498984761,115.38509726860929,0
deck,7029-242.jpg,cracked,1,0.0126953125,1.26953125,105.11269837220809,7.642417356645889,18.439088914585774,170.7648421607244,1
deck,7026-169.jpg,cracked,1,0.0516204833984375,5.16204833984375,415.17366491630685,5.7579316488765695,15.620499351813308,133.86044588958632,14
deck,7006-154.jpg,cracked,1,0.0225830078125,2.25830078125,245.2497833620557,4.188006815341098,10.198039027185569,32.90718663692698,0
deck,7012-13.jpg,cracked,1,0.01983642578125,1.983642578125,173.82337649086287,5.106890947304772,15.231546211727817,100.45529942631401,0
deck,7011-192.jpg,cracked,1,0.07037353515625,7.037353515625,586.5290039756343,5.26344185016714,13.416407864998739,178.98727160366698,13
deck,7022-93.jpg,cracked,1,0.014739990234375,1.4739990234375,144.95331880577407,4.574833991204068,10.198039027185569,65.99023546954052,1
deck,7011-239.jpg,cracked,1,0.0314178466796875,3.14178466796875,298.46298679765215,4.6003364710136285,10.0,127.1954886841821,4
deck,7038-130.jpg,cracked,1,0.003204345703125,0.3204345703125,38.89949493661167,3.526612194780128,6.0,169.03109772256613,0
deck,7021-81.jpg,cracked,1,0.0048065185546875,0.48065185546875,41.62741699796952,6.372914590189611,14.142135623730951,126.22622142467003,1
deck,7019-209.jpg,cracked,1,0.0037384033203125,0.37384033203125,27.556349186104047,6.647915620095966,14.0,51.029917204543445,0
deck,7015-87.jpg,cracked,1,0.0073394775390625,0.73394775390625,66.698484809835,4.906548110312306,12.806248474865697,109.11294855912033,0
deck,7006-23.jpg,cracked,1,0.030059814453125,3.0059814453125,241.6223663640862,5.021721888197889,11.313708498984761,104.21006096904064,0
deck,7022-110.jpg,cracked,1,0.012054443359375,1.2054443359375,102.05382386916237,4.650787669893057,10.0,123.59164852808259,0
deck,7012-186.jpg,cracked,1,0.0382080078125,3.82080078125,316.5340546095176,5.123426278580177,11.313708498984761,168.51074981677124,6
deck,7011-168.jpg,cracked,1,0.0321807861328125,3.21807861328125,318.1787155501902,4.389890183918093,10.0,88.24800888129583,4
deck,7020-26.jpg,cracked,1,0.0760345458984375,7.60345458984375,517.286363288515,6.4556358181523406,20.0,36.668093361485745,12
deck,7021-99.jpg,cracked,1,0.0372467041015625,3.72467041015625,332.0782104868019,5.450712328697244,20.0,56.7506755636804,11
deck,7040-186.jpg,cracked,1,0.0061492919921875,0.61492919921875,52.04163056034262,5.451253172507894,14.0,155.71322930932467,0
deck,7021-191.jpg,cracked,1,0.003173828125,0.3173828125,28.899494936611667,9.812564058027778,26.90724809414742,38.57276898959756,0
deck,7020-83.jpg,cracked,1,0.0447540283203125,4.47540283203125,279.4213562373095,7.110730914844717,19.697715603592208,58.10175054960496,7
deck,7005-141.jpg,cracked,1,0.0298004150390625,2.98004150390625,271.2914139223983,4.807214043534299,10.198039027185569,141.97427335594642,3
deck,7015-235.jpg,cracked,1,0.0090484619140625,0.90484619140625,110.84062043356596,4.122749226016098,8.94427190999916,103.84892085180994,5
deck,7054-108.jpg,cracked,1,0.002044677734375,0.2044677734375,21.48528137423857,3.507007557355172,6.324555320336759,14.8373604592135,0
deck,7005-177.jpg,cracked,1,0.0098114013671875,0.98114013671875,89.63961030678928,5.061645393981273,10.0,45.75730078598315,6
deck,7021-46.jpg,cracked,1,0.0542144775390625,5.42144775390625,410.4041122946064,5.82997567904306,14.142135623730951,142.1195378299283,12
deck,7006-75.jpg,cracked,1,0.03955078125,3.955078125,335.45079348883235,5.279492553457914,16.0,174.1661806713329,8
deck,7012-211.jpg,cracked,1,0.0080718994140625,0.80718994140625,74.66904755831214,4.528027073933956,10.0,41.03416972034128,0
deck,7035-79.jpg,cracked,1,0.01171875,1.171875,99.46803743153546,4.593870097585309,10.0,143.2841702757335,0
deck,7007-200.jpg,cracked,1,0.0015716552734375,0.15716552734375,17.72792206135786,3.525350714303865,7.211102550927978,131.40786630378656,0
deck,7006-76.jpg,cracked,1,0.0467071533203125,4.67071533203125,396.19090885901,5.342839535935735,18.0,142.47266764597668,10
deck,7024-112.jpg,cracked,1,0.0493927001953125,4.93927001953125,371.6173157302028,5.5106414575201095,12.649110640673518,148.13703718583187,4
deck,7016-101.jpg,cracked,1,0.019134521484375,1.9134521484375,177.2670273047588,4.833567654240713,12.649110640673518,94.8022154142076,4
deck,7010-174.jpg,cracked,1,0.0391082763671875,3.91082763671875,301.1787155501902,5.3034045703066095,11.313708498984761,111.4525569843556,0
deck,7025-111.jpg,cracked,1,0.00982666015625,0.982666015625,91.18376618407356,5.253953098220169,13.416407864998739,162.06627707541952,0
deck,7036-134.jpg,cracked,1,0.0095062255859375,0.95062255859375,79.91168824543144,5.169021255655638,12.0,145.29376595055695,0
